,row_id,series_id,measurement_number,orientation_X,orientation_Y,orientation_Z,orientation_W,angular_velocity_X,angular_velocity_Y,angular_velocity_Z,linear_acceleration_X,linear_acceleration_Y,linear_acceleration_Z
0,0_0,0,0,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
1,0_1,0,1,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
2,0_2,0,2,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
3,0_3,0,3,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
4,0_4,0,4,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
5,0_5,0,5,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
6,0_6,0,6,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
7,0_7,0,7,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
8,0_8,0,8,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
9,0_9,0,9,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
10,0_10,0,10,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
11,0_11,0,11,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
12,0_12,0,12,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
13,0_13,0,13,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
14,0_14,0,14,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
15,0_15,0,15,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
16,0_16,0,16,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
17,0_17,0,17,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
18,0_18,0,18,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
19,0_19,0,19,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
20,0_20,0,20,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
21,0_21,0,21,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
22,0_22,0,22,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0013962634016,0.0,0.0,0.0
23,0_23,0,23,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0005235987755980001,0.0,0.0,0.0
24,0_24,0,24,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.0,0.0,0.0,0.0
25,0_25,0,25,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,-0.00174532925199,0.0,0.0,0.0
26,0_26,0,26,0.0,0.0,0.488012005351,0.872836916401,0.0,0.0,0.0240855436775,0.0,0.0,0.0
27,0_27,0,27,0.0,0.0,0.48816433669799997,0.872751728945,0.0,0.0,0.014311699866400001,0.0,0.0,0.0
28,0_28,0,28,0.0,0.0,0.488316653174,0.872666514903,0.0,0.0,0.00837758040957,0.0,0.0,0.0
29,0_29,0,29,0.0,0.0,0.488392805834,0.872623897913,0.0,0.0,0.00244346095279,0.0,0.0,0.0
30,0_30,0,30,0.0,0.0,0.488012005351,0.872836916401,0.0,0.0,-0.0185004900711,0.0,0.0,0.0
31,0_31,0,31,0.0,0.0,0.48740253135399997,0.87317740032,0.0,0.0,-0.006632251157579999,0.0,0.0,0.0
32,0_32,0,32,0.0,0.0,0.48740253135399997,0.87317740032,0.0,0.0,0.0012217304764,0.0,0.0,0.0
33,0_33,0,33,0.0,0.0,0.487707298065,0.873007211547,0.0,0.0,0.008028514559169999,0.0,0.0,0.0
34,0_34,0,34,0.0,0.0,0.488012005351,0.872836916401,0.0,0.0,0.00628318530718,0.0,0.0,0.0
35,0_35,0,35,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,-0.00750491578358,0.0,0.0,0.0
36,0_36,0,36,0.0,0.0,0.487326330395,0.87321993089,0.0,0.0,-0.022863813201099998,0.0,0.0,0.0
37,0_37,0,37,0.0,0.0,0.487326330395,0.87321993089,0.0,0.0,0.008028514559169999,0.0,0.0,0.0
38,0_38,0,38,0.0,0.0,0.487783480459,0.8729646477330001,0.0,0.0,0.013788101090799998,0.0,0.0,0.0
39,0_39,0,39,0.0,0.0,0.487935834103,0.872879500159,0.0,0.0,0.00733038285838,0.0,0.0,0.0
40,0_40,0,40,0.0,0.0,0.487783480459,0.8729646477330001,0.0,0.0,-0.0160570291183,0.0,0.0,0.0
41,0_41,0,41,0.0,0.0,0.487478728601,0.8731348631010001,0.0,0.0,-0.0158824961931,0.0,0.0,0.0
42,0_42,0,42,0.0,0.0,0.487250125725,0.8732624548100001,0.0,0.0,-0.026354471705099997,0.0,0.0,0.0
43,0_43,0,43,0.0,0.0,0.48686904672799997,0.873474974649,0.0,0.0,-0.00820304748437,0.0,0.0,0.0
44,0_44,0,44,0.0,0.0,0.487173917345,0.8733049720799999,0.0,0.0,0.0193731546971,0.0,0.0,0.0
45,0_45,0,45,0.0,0.0,0.487326330395,0.87321993089,0.0,0.0,0.0125663706144,0.0,0.0,0.0
46,0_46,0,46,0.0,0.0,0.487631111957,0.873049768714,0.0,0.0,0.009250245035569999,0.0,0.0,0.0
47,0_47,0,47,0.0,0.0,0.487631111957,0.873049768714,0.0,0.0,-0.005410520681180001,0.0,0.0,0.0
48,0_48,0,48,0.0,0.0,0.48755492213600005,0.8730923192319999,0.0,0.0,-0.0157079632679,0.0,0.0,0.0
49,0_49,0,49,0.0,0.0,0.486945269945,0.873432483984,0.0,0.0,-0.0144862327916,0.0,0.0,0.0
50,0_50,0,50,0.0,0.0,0.486945269945,0.873432483984,0.0,0.0,0.0216420827247,0.0,0.0,0.0
51,0_51,0,51,0.0,0.0,0.487478728601,0.8731348631010001,0.0,0.0,0.007679448708779999,0.0,0.0,0.0
52,0_52,0,52,0.0,0.0,0.487478728601,0.8731348631010001,0.0,0.0,0.00366519142919,0.0,0.0,0.0
53,0_53,0,53,0.0,0.0,0.48755492213600005,0.8730923192319999,0.0,0.0,0.000698131700798,0.0,0.0,0.0
54,0_54,0,54,0.0,0.0,0.487097705254,0.873347482699,0.0,0.0,-0.017453292519900004,0.0,0.0,0.0
55,0_55,0,55,0.0,0.0,0.48671658917099997,0.8735599360240001,0.0,0.0,-0.00593411945678,0.0,0.0,0.0
56,0_56,0,56,0.0,0.0,0.487173917345,0.8733049720799999,0.0,0.0,0.0219911485751,0.0,0.0,0.0
57,0_57,0,57,0.0,0.0,0.487478728601,0.8731348631010001,0.0,0.0,-0.00261799387799,0.0,0.0,0.0
58,0_58,0,58,0.0,0.0,0.487250125725,0.8732624548100001,0.0,0.0,-0.0144862327916,0.0,0.0,0.0
59,0_59,0,59,0.0,0.0,0.48671658917099997,0.8735599360240001,0.0,0.0,-0.0165806278939,0.0,0.0,0.0
60,0_60,0,60,0.0,0.0,0.48671658917099997,0.8735599360240001,0.0,0.0,0.0150098315672,0.0,0.0,0.0
